OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
11,15000US230139711002,657,107,116,,74659.0,0.08178438661710037,0.5043029251216817,0.42685025744087735,74659.0,0.27083333239293983,0.013986013953412556,0.7526315776269622,0.31914893541572353,0.0378250590122339,0.11583924322496633,0.08091603041081522,0.05555555536265432
12,15000US230139709001,1030,203,298,,49625.0,0.0728643216080402,0.49738766928172656,0.4503657257571936,49625.0,0.4365904356827642,0.09054325937516447,0.5735294111159169,0.21902654818799436,0.22566371631490328,0.13938053066508732,0.09126213583372607,0.08316008298719317
13,15000US230139708001,478,89,128,,46319.0,0.04060913705583756,0.45758928469288107,0.3749999991629464,46319.0,0.37860082148723945,0.03896103879237645,0.5938303326636752,0.1441441434948462,0.09909909865270676,0.16216216143170198,0.1148936167768221,0.08641975273078291
14,15000US230139705001,1631,343,326,,58056.0,0.02564102564102564,0.2590799028340437,0.22760290529345895,58056.0,0.5326797376916997,0.14358974340565417,0.572267057540523,0.0,0.12724550879154864,0.23502993976791925,0.12768569666808735,0.05882352931564783
15,15000US230139702001,724,38,316,,55667.0,0.12158054711246201,0.43292682860834325,0.22865853623680102,55667.0,0.5618279554789571,0.07482993171826553,0.4285714279466889,0.0,0.1838235287359429,0.19852941103481833,0.08977900540085773,0.08064516107353452
16,15000US230139706004,687,136,99,,47344.0,0.205607476635514,0.1815181512161117,0.15511551103922275,47344.0,0.24999999899193548,0.02282157671613781,0.8457627104309107,0.07006369411876073,0.23354564706253578,0.22717622032446663,0.04803493442789675,0.26209677313670654
17,15000US230139710001,607,62,199,,48750.0,0.1951219512195122,0.5174825165778277,0.4895104886547019,48750.0,0.5434782589004411,0.061919504452261596,0.583032489922324,0.20132013134877844,0.039603960265333464,0.13201320088444488,0.05657237927359005,0.05434782589004411
18,15000US230139711003,456,85,114,,63523.0,0.038461538461538464,0.6189555113753278,0.5589941962108429,63523.0,0.3705583737535108,0.0196078430603614,0.6692913368260069,0.10799999956800001,0.095999999616,0.083999999664,0.05701754373461065,0.03553299474348734
19,15000US230139711004,134,30,28,41.0,37292.0,0.06666666666666667,0.8051118185140198,0.7667731604895426,37292.0,0.2622950776672938,0.07894736738227148,0.6972477000252505,0.3285714238775511,0.014285714081632657,0.08571428448979594,0.07812499938964844,0.049180327062617595
20,15000US230139707004,439,40,175,,23934.0,0.12790697674418605,0.30971128527634834,0.11023622018310704,23934.0,0.4448669184605821,0.11731843509877969,0.4736842093391373,0.0,0.0,0.6518987300512739,0.059125963858288014,0.4448669184605821
21,15000US230139710002,1343,303,233,,44375.0,0.19158878504672897,0.38186157472331556,0.2732696894113727,44375.0,0.3262548256249907,0.019117647030709343,0.6302131597495707,0.08845577198132568,0.07646176900080694,0.11694152906005768,0.18332081128225333,0.17567567533653344
22,15000US230139703002,1642,454,164,,48021.0,0.11688311688311688,0.07538461526863906,0.052307692227218934,48021.0,0.2212978365702199,0.08470588225328719,0.6901294492798304,0.10539845744807397,0.03856041126149047,0.12982005124701793,0.12667478676816393,0.12645590661155423
23,15000US230139702005,1488,242,243,,69667.0,0.0,0.06176470579152249,0.06176470579152249,69667.0,0.39498432539971107,0.05011655005813922,0.6646010839158782,0.015950920225827094,0.11533742317136512,0.050306748404531594,0.055779569854986846,0.08150470206660705
24,15000US230139702004,397,0,95,,50608.0,0.15492957746478872,0.5043859638061712,0.5043859638061712,50608.0,0.30088495442086305,0.08098591520779608,0.7153652374927828,0.07279693458698493,0.19157088049206558,0.18007662766254165,0.057934508670190156,0.0
25,15000US230139702002,947,182,340,,64635.0,0.0,0.35937499948952417,0.2954545450348657,64635.0,0.42793791479392923,0.08587257593941115,0.4610472535618809,0.0,0.04242424229568412,0.0,0.0,0.06430155196385465
26,15000US230139702003,1327,219,407,,36397.0,0.02891566265060241,0.20349563020787062,0.05493133576163379,36397.0,0.575235108816246,0.01754385962347389,0.604774535274293,0.0,0.2380952377409297,0.1116071426910608,0.07573415759216834,0.07993730394994153
27,15000US230139900000,0,0,0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,15000US230139710003,592,114,179,,49444.0,0.15714285714285714,0.3504273494289819,0.31054130965657745,49444.0,0.5087719275931056,0.031141868404353398,0.577999998844,0.235714284872449,0.09642857108418368,0.13571428522959184,0.0819112626588545,0.17982456061480456
29,15000US230139709003,934,140,263,,36613.0,0.07795698924731183,0.3697749190196545,0.32797427600004136,36613.0,0.528061223142701,0.07826086939508507,0.5735660840728602,0.11556603746328765,0.09669811297948558,0.1344339619470897,0.10813704485210167,0.08163265285297792
30,15000US230139703001,1635,409,165,,60000.0,0.13051470588235295,0.20310478628317621,0.16429495450932088,60000.0,0.23051948014526058,0.035986913810265087,0.7225253306917183,0.041855203572561984,0.10407239807231629,0.1018099546359616,0.07706422013635215,0.06980519469187468
31,15000US230139703004,1429,224,288,,52614.0,0.07550644567219153,0.13616398223109227,0.1156661784543687,52614.0,0.3237288130106291,0.05158730151906442,0.6101694910329544,0.01534170151277308,0.08507670838901435,0.1324965130648584,0.05318404474934636,0.07966101681413387
32,15000US230139706001,305,0,19,,41250.0,0.1827956989247312,0.3684210512465374,0.0,41250.0,0.19642857025935376,0.0,0.7475409811556033,0.0,0.14035087657740844,0.1929824552939366,0.17377049123353938,0.1369047610898526
33,15000US230139708004,919,106,280,,46625.0,0.18489583333333334,0.31513260481258565,0.23400936000934577,46625.0,0.4464692472745575,0.05917159751642683,0.6219512187537181,0.10062893060664795,0.15723270407288742,0.12997903536692026,0.07399347108379382,0.09567198155883376
34,15000US230139708002,748,171,169,50.0,69464.0,0.03187250996015936,0.2915601015561123,0.18670076678593153,69464.0,0.40072202021399994,0.02962962955647005,0.6617647048010381,0.08905852394641597,0.12977099203620612,0.12468193352498236,0.09090909078755469,0.050541516063027016
35,15000US230139707002,835,99,139,,22480.0,0.09818181818181818,0.0,0.0,22480.0,0.47443762684164087,0.10920770854559378,0.6218375491054093,0.04807692296135355,0.45673076813285873,0.12259615355145155,0.1329341315773244,0.44989774959121115
36,15000US230139705002,696,259,114,,70333.0,0.06547619047619048,0.4464646455626977,0.3131313124987246,70333.0,0.3029197069236507,0.05588235277681661,0.7391304331758034,0.1152647971487078,0.03738317745363496,0.0903426788462845,0.3629518066823015,0.16423357604294314
37,15000US230139706002,1091,194,307,,33077.0,0.48854961832061067,0.057522123766543976,0.0,33077.0,0.36619718223897374,0.03178484099808107,0.4559643250212215,0.0,0.07828282808514438,0.10101010075502499,0.17156862728277586,0.4976525809914259
38,15000US230139709002,631,115,138,,40917.0,0.05726872246696035,0.412162161233869,0.3333333325825826,40917.0,0.5708812238663554,0.07423580753608817,0.4328922487090884,0.1462264144045924,0.11792452774563902,0.1415094332947668,0.23296354955156331,0.19157088049206558
39,15000US230139706003,638,144,63,,29542.0,0.1935483870967742,0.24999999929775282,0.04775280885462694,29542.0,0.2696629203383411,0.04531722040689661,0.6700404844736023,0.0,0.20253164492869732,0.151898733696523,0.1542207789704208,0.39700374383144665
40,15000US230139707001,1052,208,167,,41818.0,0.17223650385604114,0.1324041809539997,0.08536585350981558,41818.0,0.3052208829212432,0.021922428293554085,0.6927570085364988,0.0,0.11724137910820452,0.053448275769916766,0.10873786397209916,0.07831325285479267
41,15000US230139707003,2267,473,491,,39712.0,0.15806988352745424,0.06749049423242348,0.03136882126295739,39712.0,0.3965341484235126,0.005489478494520147,0.5982484944727704,0.026678932818142653,0.08555657765818162,0.21619135214701804,0.2739090063723728,0.1814475023634582
42,15000US230079711001,1356,249,213,,37974.0,0.374031007751938,0.3246013663728914,0.2585421409356012,37974.0,0.4097807750256648,0.12396694197800696,0.6205128199824677,0.00943396224931767,0.08018867911920019,0.11163521995025909,0.19100294971164972,0.23608768931519783
43,15000US230079710003,676,120,120,,40250.0,0.29699248120300753,0.41235059678814623,0.35258964073189314,40250.0,0.4101694901350187,0.10658307176619727,0.5656028358765908,0.1473684205355494,0.09824561369036627,0.07017543835026162,0.13017751460032911,0.16610169435219765
44,15000US230079713002,1567,448,237,,34034.0,0.42857142857142855,0.17847025470471636,0.1543909346255086,34034.0,0.48965517156956007,0.08018867911920019,0.5678571423501275,0.0,0.10769230750821827,0.12136752116005552,0.3535417993914857,0.27931034434601665
45,15000US230079714002,464,53,166,,46471.0,0.28191489361702127,0.0,0.0,46471.0,0.5707547142888929,0.0,0.540145984087236,0.0,0.20270270178962746,0.0,0.0366379309555217,0.0
46,15000US230079701021,120,11,41,60.0,36875.0,0.14545454545454545,0.9163346601376697,0.8831341289732615,36875.0,0.6666666560846563,0.17543859341335802,0.5229357750189378,0.0,0.40425531054775937,0.0,0.0,0.07936507810531622
47,15000US230079706022,1145,286,203,,38466.0,0.5498652291105122,0.5677031087585727,0.5065195581679844,38466.0,0.44779582262692386,0.09004739315154646,0.4683684789474268,0.041666666558159725,0.07291666647677951,0.08072916645643446,0.1868995631555462,0.22505800411819488
48,15000US230079712004,1798,478,376,,35938.0,0.33189655172413796,0.17150395755738265,0.05540897090315439,35938.0,0.33280254724076025,0.06369426743478437,0.5528169010191429,0.0,0.19727891129621916,0.10204081618769957,0.47745521897624754,0.42356687830642215
49,15000US230079711002,1439,314,209,,44583.0,0.3187250996015936,0.12421383628268265,0.08805031432696492,44583.0,0.35906642664440497,0.07298335458004693,0.6635514013053938,0.03729281762804859,0.056629834175925646,0.17955801080171546,0.09503843459466216,0.12746858145876377
50,15000US230079710001,1140,259,127,,43281.0,0.4183168316831683,0.28550724596303295,0.22318840547364,43281.0,0.2860040562150019,0.047540983528621336,0.6740331484264828,0.06884681571627053,0.06712564532336378,0.15834767614742223,0.15891132558480128,0.1744421903155331
51,15000US230079701011,1690,428,283,,39167.0,0.2419047619047619,0.4112478028020669,0.36555360249072616,39167.0,0.4298507456270884,0.09058823518754325,0.6213450287855664,0.025873221182570218,0.12807244485372257,0.14877102179977875,0.09940828396484716,0.17164179078859435
52,15000US230079710002,1183,228,220,,36618.0,0.369727047146402,0.29689807932511364,0.20679468211699456,36618.0,0.38655462103664995,0.06605222724108721,0.6642857136078717,0.03782894730620239,0.10361842088220655,0.15131578922480957,0.08625106739005031,0.14705882322046465
53,15000US230079706011,573,129,114,,46369.0,0.05472636815920398,0.8068017360298105,0.7662807519780891,46369.0,0.37453183380325156,0.05535055330128947,0.601750545729211,0.0,0.12499999951171875,0.277343748916626,0.10471204170207322,0.07490636676065031
54,15000US230079712005,1754,130,216,,23875.0,0.0,0.0,0.0,23875.0,0.16006339118848908,0.08520599242958239,0.6512195117980368,0.026612077761911896,0.13920163752384684,0.11156601830955372,0.27364864841752645,0.20760697272962444
55,15000US230079712002,2237,135,413,,25778.0,0.24921630094043887,0.2117263841924052,0.0529315960481013,25778.0,0.40495867726760465,0.0471841704359329,0.6151685390378425,0.011182108617266685,0.20686900941943367,0.16214057495036693,0.19470899460597407,0.16942148742828358
56,15000US230079712003,915,253,134,,53125.0,0.14130434782608695,0.13390313352164349,0.13390313352164349,53125.0,0.38815789346000695,0.014056224871373042,0.7121001380916548,0.02036659873652424,0.10386965355627362,0.1446028510293221,0.05333333327407407,0.09868421020169668
57,15000US230079714004,1391,276,195,,35733.0,0.5738916256157636,0.06148282086531136,0.0,35733.0,0.34296724404052553,0.18021680192382547,0.6536758187301365,0.021487603270268423,0.05454545445529677,0.05454545445529677,0.18611521404275094,0.26589595324490184
58,15000US230239706002,1559,387,161,,44074.0,0.1992619926199262,0.1540284358364592,0.05450236960367018,44074.0,0.21708683442985038,0.06021505369869349,0.7915282385452422,0.012585812342579161,0.046910755095067785,0.20709382127334802,0.18417639417368586,0.18487394932090484
59,15000US230239707001,1180,246,161,,60227.0,0.21980676328502416,0.4109947638599545,0.3743455492482388,60227.0,0.3644444436345679,0.0,0.6527632944183908,0.03476821186296654,0.0413907284082935,0.11589403954322179,0.06186440672723355,0.10666666642962963
60,15000US230239707002,1048,157,254,53.0,62946.0,0.04336734693877551,0.5326633160475746,0.5266331652998661,62946.0,0.33548387024627124,0.09018036054072072,0.5507726263236505,0.05286343600690873,0.06828193817559045,0.09691629934599934,0.19656488530862126,0.07526881704243266
61,15000US230239703023,1683,395,211,,49821.0,0.026168224299065422,0.019914651465270765,0.0,49821.0,0.23947750328087444,0.06863679688404499,0.774169741126074,0.0,0.05629477988096747,0.24564994857149441,0.06179441469887438,0.020319303308680255
62,15000US230239706001,452,92,68,,43674.0,0.24475524475524477,0.2391304340399676,0.0,43674.0,0.29795918245730946,0.016949152470554438,0.6378378361139518,0.0,0.1379310338882283,0.1508620683152497,0.20353982255854022,0.3306122435485215
63,15000US230239705004,572,71,178,,80313.0,0.05439330543933055,0.05964912259772238,0.0,80313.0,0.5485074606398975,0.0,0.5583657576685491,0.0,0.11721611678675416,0.24175824087268044,0.0,0.0
64,15000US230239701002,649,73,103,,73606.0,0.1059322033898305,0.3325791847679204,0.21719456964435618,73606.0,0.27796610075265726,0.0,0.6933560465189846,0.031941031862552746,0.1228501225482798,0.06633906617607109,0.07241910620582573,0.09491525391554151
65,15000US230239704001,1362,241,365,53.0,57500.0,0.09660107334525939,0.5317521036482385,0.46901300652715144,57500.0,0.43627450909105475,0.034690799344357766,0.5815789468582641,0.03749999994140625,0.07968749987548829,0.13124999979492188,0.07929515412680238,0.05228758161390918
66,15000US230079714001,2241,682,282,,49231.0,0.375,0.16049382698036607,0.12008978662167252,49231.0,0.2941176466656181,0.01977401128081543,0.6742857138575963,0.0,0.09606147925450385,0.18635926975373748,0.061133422551926185,0.09491978596935857
67,15000US230079713003,1008,317,71,,43158.0,0.4897119341563786,0.2672413787343936,0.16379310309527348,43158.0,0.217647058183391,0.1951754381684749,0.6153846145541368,0.0,0.11171662094900103,0.17438692050575771,0.16369047602808484,0.2676470580363322
68,15000US230079713001,1534,252,216,,32188.0,0.36,0.1889862325544603,0.13892365439433835,32188.0,0.3024691353356958,0.10790598279069874,0.7199999994461538,0.0,0.03832335324751694,0.11856287410950554,0.16015883510247594,0.11265432081380507
69,15000US230079712001,1023,186,211,,47674.0,0.52,0.019230769189677845,0.0,47674.0,0.3398692803052957,0.16074766325093895,0.6257309934201977,0.12694877477294259,0.0,0.10913140287498574,0.2459349590996596,0.25054466176351925
70,15000US230079714003,763,14,233,,30962.0,0.25357142857142856,0.18584070763568017,0.030088495521967264,30962.0,0.7152173897495274,0.05882352923875433,0.45393858417364674,0.0,0.0,0.03124999990234375,0.09305373513361241,0.26086956465028355
71,15000US230079710004,903,199,112,,41538.0,0.35074626865671643,0.4440677958575122,0.38135593155702385,41538.0,0.39634146220627603,0.13647058791418684,0.5727762795515144,0.04904632139224436,0.03269754759482957,0.1444141685438306,0.13289036530133957,0.21951219445270673
72,15000US230079706021,1300,284,201,,43281.0,0.38133333333333336,0.47118644014555205,0.37062146850777233,43281.0,0.46153846055226827,0.1334459457205305,0.5507380068720128,0.06627680298971383,0.09941520448457075,0.1286549705094445,0.1886645961268132,0.23931623880487984
73,15000US230239707003,1235,318,173,,47326.0,0.17369727047146402,0.2900874631339833,0.18221574317461262,47326.0,0.3162217652644317,0.04720279712027483,0.5932028830142092,0.011009174291726286,0.1266055043548523,0.14678899055635047,0.0647773278827714,0.19096509201033862
74,15000US230079706012,1176,151,316,,50774.0,0.08888888888888889,0.7062600317248474,0.6500802564740074,50774.0,0.40072859671998434,0.062005276963053725,0.729547641261263,0.05485232059795735,0.20815752432045356,0.17440225010632596,0.06122448974385672,0.005464480864363423
75,15000US230079701012,531,75,91,53.0,62344.0,0.017699115044247787,0.8900643970146899,0.8845446178083972,62344.0,0.25104602405420073,0.02476780178090464,0.6886993588727093,0.009523809493575208,0.2571428563265306,0.041269841138825904,0.11176470566320645,0.033472803207226766
76,15000US230079701022,777,131,154,,37946.0,0.2894736842105263,0.641807908879313,0.6033898298266782,37946.0,0.4668769701360348,0.25404156985209797,0.6424332334681999,0.06811145489748775,0.40866872938492654,0.1362229097949755,0.18855656672489393,0.22397476270039507
77,15000US230239705005,650,102,80,,41181.0,0.072,0.04804804790375962,0.0,41181.0,0.2586750780483436,0.06417112282307186,0.6824817505794128,0.0,0.04857142843265306,0.12571428535510204,0.2230769227337278,0.27760252278358827
78,15000US230239900000,0,0,0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,15000US230239702004,948,237,103,,53333.0,0.3233082706766917,0.0909090906729634,0.0,53333.0,0.25999999925714284,0.015037593956696252,0.7419804731632071,0.0572519082876872,0.03435114497261232,0.1679389309772158,0.07172995773024265,0.11142857111020409
80,15000US230239701001,1915,421,218,,56467.0,0.21062271062271062,0.0489260142614248,0.014319809052124334,56467.0,0.33124215767723697,0.05114822541633797,0.6269633503750239,0.012101210107699439,0.025302530225189735,0.170517051517583,0.08826638473136025,0.2258469256890252
81,15000US230239702003,2124,530,129,,70982.0,0.14157973174366617,0.032704402474585656,0.0,70982.0,0.15604681384129154,0.06425406199094973,0.830097086874941,0.00947119178415849,0.04972375686683207,0.13417521694224527,0.07547169807760769,0.0702210662285812
82,15000US230239705001,2394,511,493,,26144.0,0.0891089108910891,0.03553719005327505,0.0,26144.0,0.4087403595469234,0.17647058807801194,0.5883586782441748,0.019480519459436667,0.14393939378361537,0.1893939391889676,0.2726888981542048,0.29048843162768767
83,15000US230239704002,1644,399,286,,75403.0,0.21490467937608318,0.04552590259729058,0.01883830452301679,75403.0,0.3536184204710223,0.02400960381271356,0.641437308378106,0.018450184479151064,0.10455104538185603,0.13530135284710781,0.06299694185749422,0.04605263150320291
84,15000US230239702001,1679,322,198,,78063.0,0.1266891891891892,0.055873925421384064,0.0,78063.0,0.27769347454067755,0.03426791273700113,0.6883488200941037,0.03870967737773153,0.012903225792577177,0.10322580634061741,0.056797583047252215,0.1047040969579604
85,15000US230239704003,1430,357,221,,49800.0,0.15730337078651685,0.1623931621618331,0.11396011379777761,49800.0,0.3503401354586052,0.04709141267715871,0.6605672455072578,0.0,0.10465116263858842,0.1671511625477454,0.11258741250868012,0.05952380942257855
86,15000US230239703022,2322,540,366,,86042.0,0.02109704641350211,0.06597222214586548,0.03356481477596665,86042.0,0.22428748423260536,0.04267843999802911,0.7360813700556309,0.02075326670195752,0.13912375085386336,0.1621829360782606,0.022516556281449645,0.1040892192018721
87,15000US230239707004,759,161,151,,64345.0,0.04819277108433735,0.3073047851201391,0.25188916813126155,64345.0,0.38909090767603305,0.13450292358332477,0.555194804293515,0.06756756733929876,0.162162161614317,0.07770270244019357,0.08432147551472796,0.021818181738842975
88,15000US230239703011,1898,325,293,,65250.0,0.1257396449704142,0.14868105497760065,0.0,65250.0,0.26056337991469947,0.027624309366828442,0.6853582550246988,0.0,0.11931818170519111,0.09753787869551336,0.08798735506428484,0.07887323932553066
89,15000US230239703012,2473,564,602,,56397.0,0.08450704225352113,0.20261941432772002,0.0,56397.0,0.44927536188475803,0.09722222213782793,0.5863613735259525,0.0,0.02788461535780325,0.19615384596523666,0.02451982017796493,0.05217391299306868
90,15000US230239705003,1054,164,231,,49958.0,0.0790273556231003,0.09603340272226847,0.0,49958.0,0.33718244725823915,0.020080321244818632,0.5528017235422396,0.0,0.1311475407148616,0.14959016362788902,0.15423387081226425,0.1224018472923745
91,15000US230239705002,830,187,118,,51319.0,0.11214953271028037,0.18415417519453067,0.03640256951519792,51319.0,0.2650918628212812,0.03712296975145483,0.6825153363765102,0.0,0.3614457822615764,0.19036144532443025,0.16506024076498765,0.1312335954560798
92,15000US230239703021,443,44,130,,32917.0,0.12209302325581395,0.15428571384489795,0.0,32917.0,0.28040540445808987,0.04255319130828429,0.5889724296015728,0.0,0.0,0.15555555486419753,0.11738148957701695,0.17567567508217677
93,15000US230239701003,849,157,108,,51010.0,0.18439716312056736,0.29795158231293933,0.0,51010.0,0.2625994687994709,0.11890838183448658,0.7256011305154156,0.0,0.008849557502545227,0.17035398192399562,0.035495715990825315,0.20689655117534073
94,15000US230239702002,1206,178,157,,42500.0,0.27010309278350514,0.02826855118680468,0.02826855118680468,42500.0,0.2527272722677686,0.03168567803335148,0.7586538454243712,0.0,0.07984293183266632,0.17015706784010856,0.1620947629575272,0.07272727259504132
95,15000US230239706003,1036,222,224,,48750.0,0.18562874251497005,0.15241635659402164,0.06319702590483824,48750.0,0.3486842097616574,0.07394957970764776,0.709177591526606,0.0,0.11252268582119294,0.11433756785056703,0.07046332039530567,0.16885964875250078
96,15000US230110210001,1122,185,181,,34798.0,0.7262872628726287,0.12586206874851366,0.018965517208680144,34798.0,0.3214990131725858,0.08914728664893937,0.5180722886364736,0.01914893612947035,0.05319148924852875,0.14680851032593933,0.09180035642442035,0.32544378634034754
97,15000US230110107003,609,95,220,,56250.0,0.07894736842105263,0.020833333271329364,0.0,56250.0,0.46504559129165474,0.07395498368503221,0.574861366774748,0.12152777735580633,0.12499999956597223,0.09374999967447917,0.10016420344800624,0.02735562301715616
98,15000US230110241025,1392,215,288,,32594.0,0.32158590308370044,0.2881679386563283,0.012404580140835323,32594.0,0.38337801557187934,0.04258241752392525,0.6185216647251303,0.0,0.10329985637977065,0.03443328545992355,0.15478761687920256,0.18766756007015073
99,15000US230110108022,1608,481,294,,45333.0,0.11910669975186104,0.031039136260406025,0.031039136260406025,45333.0,0.33286908031633833,0.11587982816040082,0.607298001209993,0.0,0.04692556626711073,0.09223300955949351,0.31840796000099003,0.3147632307593827
100,15000US230110108023,701,178,124,,30515.0,0.6985645933014354,0.20299145255771056,0.0,30515.0,0.36729222421637475,0.15034964982395227,0.5510948895053013,0.0,0.218106994987214,0.0,0.28673323782206384,0.45844503898540206
101,15000US230110109001,859,196,169,,22321.0,0.233502538071066,0.02797202790682511,0.0,22321.0,0.40527577840461443,0.03591160211074143,0.5595238086911848,0.0,0.12607449820609026,0.04297994257025804,0.27240977849544845,0.32853716947593004
102,15000US230110145001,1203,238,168,,52813.0,0.15203426124197003,0.3742331283751741,0.3361963186058941,52813.0,0.30980392096116877,0.045171339493502584,0.664271046545923,0.026101141882379865,0.040783034191218544,0.10440456752951946,0.06733167076697284,0.09411764687427912
103,15000US230110150001,1506,382,169,,69213.0,0.13555992141453832,0.1755162239299171,0.1755162239299171,69213.0,0.2289803215939529,0.07798742128555042,0.6949300693226135,0.008185538870142511,0.04365620730742673,0.111869031225281,0.06653225801980359,0.07155635049811028
104,15000US230110109002,735,144,43,,41208.0,0.1456953642384106,0.1598984767515267,0.0,41208.0,0.13293051319356342,0.18901098859558024,0.7724252478863368,0.0,0.0,0.13821138173926456,0.24761904728215095,0.3595166152280465
105,15000US230110110004,815,107,160,,53409.0,0.32075471698113206,0.09135802446578266,0.03456790114921506,53409.0,0.36956521638705103,0.01988071566624112,0.6995827528517625,0.0,0.18864097324819276,0.1419878293265967,0.029447852724603863,0.09239130409676276
106,15000US230110110003,837,225,52,,65573.0,0.2423076923076923,0.1808785525041898,0.033591731179349535,65573.0,0.09779179779876404,0.019469026514214113,0.8897637781263562,0.0,0.01985559563202961,0.22563176854579103,0.0198019801735124,0.13880126139179413
107,15000US230110110005,645,98,159,,63315.0,0.3546099290780142,0.1778425650791762,0.08163265282322842,63315.0,0.36524822565514814,0.03055555547067901,0.6581352821606302,0.028653295046838695,0.03438395405620644,0.10315186216861931,0.021705426322937323,0.0
108,15000US230110110001,752,150,111,,47756.0,0.07975460122699386,0.08333333308531746,0.0,47756.0,0.1136363632674144,0.14011516287885764,0.7561683588444581,0.0,0.08035714267777423,0.1874999995814732,0.1056338026681214,0.06493506472423681
109,15000US230110110002,1173,275,180,,58164.0,0.2864583333333333,0.05217391295274102,0.0,58164.0,0.22935779774429763,0.022624434355015936,0.6964285706970288,0.0,0.0,0.07561728383392395,0.08098891723700859,0.1724770639037118
110,15000US230110107002,953,181,182,,70313.0,0.1717557251908397,0.03803131982543329,0.03803131982543329,70313.0,0.3860465107301244,0.09568480282235496,0.6413959077720868,0.0,0.07676348531791809,0.04564315343227562,0.1656050953655997,0.09069767420767982
111,15000US230110107001,1024,145,142,,58750.0,0.07142857142857142,0.16538461506656804,0.0,58750.0,0.23041474601286924,0.11111111092405537,0.6696730544874036,0.0,0.18749999964488637,0.047348484758809685,0.023280423255787913,0.03686635936205908
112,15000US230110120001,1004,145,190,,56382.0,0.08169014084507042,0.3811594197374501,0.3811594197374501,56382.0,0.32084309058350563,0.05009633901715542,0.5979262665922509,0.0,0.0,0.12778904639393704,0.03486055773420263,0.16861826658403217
113,15000US230110120003,1555,360,188,,61923.0,0.34054054054054056,0.18809201598363734,0.01759133962436896,61923.0,0.33666666610555557,0.020656136062386227,0.6762530807919037,0.009925558300340498,0.03225806447610662,0.18238213376875667,0.08295819930356385,0.07999999986666667
114,15000US230110120002,1045,323,146,,44211.0,0.13256484149855907,0.05769230755362426,0.05769230755362426,44211.0,0.31632652980528947,0.07590132812921949,0.6980132441085918,0.10266940430663367,0.06776180684237822,0.08829568770370495,0.1881606763338682,0.26530612177217827
115,15000US230110108011,1453,279,282,,66696.0,0.17586206896551723,0.02307692304142012,0.01384615382485207,66696.0,0.32283464516089033,0.03435114499446419,0.641109298008883,0.031620553318022986,0.01185770749425862,0.08959156773439846,0.05505849961799139,0.04881889756091512
116,15000US230110108024,1575,404,183,,44904.0,0.21521739130434783,0.07069219429942239,0.07069219429942239,44904.0,0.4088748012537642,0.1136079898706517,0.6095890406319717,0.026760563342590755,0.026760563342590755,0.19718309831382663,0.15238095228420256,0.21394611693510918
117,15000US230110130001,1604,444,79,,59159.0,0.21768707482993196,0.15530903303437554,0.05229793969524891,59159.0,0.26454033721474607,0.16538037467984523,0.7250199834332374,0.0,0.0634081901408082,0.11624834859148171,0.03117206980600245,0.19324577824906983
118,15000US230110130002,896,134,74,,96131.0,0.09248554913294797,0.3706896545332937,0.3413793097562426,96131.0,0.20547945149183713,0.07563025197373067,0.7823834186756692,0.01818181814876033,0.027272727223140496,0.13999999974545455,0.053571428511639034,0.06027397243760556
119,15000US230110130003,1593,391,218,,44844.0,0.19285714285714287,0.12575757556703399,0.09242424228420569,44844.0,0.28076256450474424,0.11358313804030078,0.6920583462787209,0.05680317033447402,0.1439894317780853,0.1479524436618858,0.1048336471407196,0.1559792025026357
120,15000US230110155002,1560,324,320,,60917.0,0.2176,0.3896925855427734,0.35804701595113286,60917.0,0.4044444438452675,0.0,0.5930501925922392,0.04817708327060276,0.06249999991861979,0.08203124989318848,0.08139534878462833,0.10370370355006858
121,15000US230110230021,1307,358,197,,42361.0,0.23774509803921567,0.11131386841001119,0.02919708023869146,42361.0,0.36755646741774856,0.03724928361425604,0.7278415008051705,0.0,0.08482142844520621,0.21130952349507512,0.06245181182540338,0.0924024638759703
122,15000US230110250002,1186,257,264,,89900.0,0.125,0.203960395635722,0.203960395635722,89900.0,0.5373134314992203,0.019635343590974273,0.7577045688015892,0.0,0.09155937039834139,0.170243204334416,0.0,0.09203980076607014
123,15000US230110250001,1744,377,256,,58105.0,0.4612676056338028,0.19738406635269434,0.19738406635269434,58105.0,0.37037036982167354,0.04262672806148995,0.6199999995571428,0.04211793015388937,0.04211793015388937,0.07701564370996915,0.09059633022328191,0.3422222217152263
124,15000US230110250004,740,137,162,,55208.0,0.10819672131147541,0.07042253501289426,0.0,55208.0,0.45454545316804407,0.0,0.5250403868739251,0.0,0.0,0.2707692299360947,0.020270270242878013,0.04545454531680441
125,15000US230110250003,1521,324,163,,31982.0,0.46264367816091956,0.0462585033384238,0.0462585033384238,31982.0,0.23965763161247128,0.12242686877310198,0.7273443650690745,0.01728395059594574,0.0999999998765432,0.21728395034903217,0.216884008087245,0.3281027099456452
